!!SBtab TableID='ParamPrep' TableType='Quantity' TableName='Parameters_EqPrep' DocumentName=' Document=' Unit=' SBtabVersion='1.0' Date='2019-5-17'
!QuantityType	!Reaction:SBML:reaction:id	!Enzyme:Identifiers:ec-code	!Compound:SBML:species:id	!Name	!Mean	!Std	!Unit	!Min	!Max	!Organism	!Description
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.00073					Bacillus subtilis	BRENDA LIT: 649736; Filo Dist: 0.876
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.0046					Bacillus subtilis	BRENDA LIT: 662273; Filo Dist: 0.876
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.00094					Geobacillus stearothermophilus	BRENDA LIT: 727987; Filo Dist: 1.5
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.00527					Geobacillus stearothermophilus	BRENDA LIT: 727987; Filo Dist: 1.5
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.0074					Homo sapiens	BRENDA LIT: 653740; Filo Dist: 4.097
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.027					Homo sapiens	BRENDA LIT: 651999; Filo Dist: 4.097
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.005					Lupinus luteus	BRENDA LIT: 85; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_trp__L_c	L-tryptophan	0.0015					Acidithiobacillus ferrooxidans	BRENDA LIT: 651316; Filo Dist: 2.5
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.15					Bos taurus	BRENDA LIT: 294; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.22					Bos taurus	BRENDA LIT: 290; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.5					Bos taurus	BRENDA LIT: 294; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.5					Bos taurus	BRENDA LIT: 299; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	2.0					Bos taurus	BRENDA LIT: 294; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	2.0					Bos taurus	BRENDA LIT: 299; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.2					Escherichia coli	BRENDA LIT: 300; Filo Dist: 1.512
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.065					Bacillus subtilis	BRENDA LIT: 662273; Filo Dist: 0.876
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.088					Homo sapiens	BRENDA LIT: 653740; Filo Dist: 4.097
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.4					Homo sapiens	BRENDA LIT: 651999; Filo Dist: 4.097
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.03					Lupinus luteus	BRENDA LIT: 85; Filo Dist: 5.0
Michaelis constant	R_TRPTRS	6.1.1.2	M_atp_c	ATP	0.129					Acidithiobacillus ferrooxidans	BRENDA LIT: 651316; Filo Dist: 2.5
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0017					Thermus thermophilus	BRENDA LIT: 727288; Filo Dist: 1.421
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0018					Thermus thermophilus	BRENDA LIT: 670908; Filo Dist: 1.421
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.00057					Homo sapiens	BRENDA LIT: 746395; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.00084					Homo sapiens	BRENDA LIT: 746395; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0015					Homo sapiens	BRENDA LIT: 650182; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0024					Homo sapiens	BRENDA LIT: 746396; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0026					Homo sapiens	BRENDA LIT: 727288; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0032					Homo sapiens	BRENDA LIT: 727288; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.033					Homo sapiens	BRENDA LIT: 652794; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.003					Saccharomyces cerevisiae	BRENDA LIT: 706561; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0042					Saccharomyces cerevisiae	BRENDA LIT: 669399; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.005					Saccharomyces cerevisiae	BRENDA LIT: 706561; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.03					Saccharomyces cerevisiae	BRENDA LIT: 669399; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0423					Saccharomyces cerevisiae	BRENDA LIT: 745346; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.002					Escherichia coli	BRENDA LIT: 706561; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0053					Escherichia coli	BRENDA LIT: 672206; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0103					Escherichia coli	BRENDA LIT: 668401; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.05					Escherichia coli	BRENDA LIT: 668395; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.00094					Staphylococcus aureus	BRENDA LIT: 653736; Filo Dist: 0.909
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.0012					Staphylococcus aureus	BRENDA LIT: 653736; Filo Dist: 0.909
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.05					Staphylococcus aureus	BRENDA LIT: 668395; Filo Dist: 0.909
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.021					Streptococcus pneumoniae	BRENDA LIT: 744752; Filo Dist: 0.988
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.05					Streptococcus pneumoniae	BRENDA LIT: 668395; Filo Dist: 0.988
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.048					Pseudomonas aeruginosa	BRENDA LIT: 744752; Filo Dist: 1.404
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.05					Enterococcus faecalis	BRENDA LIT: 668395; Filo Dist: 0.891
Michaelis constant	R_PHETRS	6.1.1.20	M_phe__L_c	L-phenylalanine	0.05					Haemophilus influenzae	BRENDA LIT: 668395; Filo Dist: 1.55
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.13					Thermus thermophilus	BRENDA LIT: 670908; Filo Dist: 1.421
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.0058					Homo sapiens	BRENDA LIT: 309; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.1					Homo sapiens	BRENDA LIT: 650182; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	2.5					Homo sapiens	BRENDA LIT: 652794; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.008					Saccharomyces cerevisiae	BRENDA LIT: 340; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.055					Saccharomyces cerevisiae	BRENDA LIT: 340; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.055					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.08					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.7					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.9					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.009					Escherichia coli	BRENDA LIT: 340; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.06					Methanosarcina barkeri	BRENDA LIT: 347; Filo Dist: 4.153
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.08					Phaseolus vulgaris	BRENDA LIT: 346; Filo Dist: 5.0
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.065					Gallus gallus	BRENDA LIT: 340; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.065					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.14					Gallus gallus	BRENDA LIT: 340; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.14					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.62					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.84					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.03					Glycine max	BRENDA LIT: 335; Filo Dist: 5.0
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.122					Staphylococcus aureus	BRENDA LIT: 653736; Filo Dist: 0.909
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.147					Staphylococcus aureus	BRENDA LIT: 653736; Filo Dist: 0.909
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.225					Streptococcus pneumoniae	BRENDA LIT: 744752; Filo Dist: 0.988
Michaelis constant	R_PHETRS	6.1.1.20	M_atp_c	ATP	0.2					Pseudomonas aeruginosa	BRENDA LIT: 744752; Filo Dist: 1.404
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	7e-05					Homo sapiens	BRENDA LIT: 309; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.0001					Homo sapiens	BRENDA LIT: 653743; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00011					Homo sapiens	BRENDA LIT: 653743; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00016					Homo sapiens	BRENDA LIT: 702177; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.018					Homo sapiens	BRENDA LIT: 652794; Filo Dist: 4.097
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00012					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00017					Saccharomyces cerevisiae	BRENDA LIT: 320; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.0002					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00042					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00052					Saccharomyces cerevisiae	BRENDA LIT: 341; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.0032					Saccharomyces cerevisiae	BRENDA LIT: 320; Filo Dist: 4.245
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.0022					Escherichia coli	BRENDA LIT: 672206; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.0027					Escherichia coli	BRENDA LIT: 672206; Filo Dist: 1.512
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00042					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00058					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00065					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00078					Gallus gallus	BRENDA LIT: 341; Filo Dist: 4.101
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.00094					Streptococcus pneumoniae	BRENDA LIT: 744752; Filo Dist: 0.988
Michaelis constant	R_PHETRS	6.1.1.20	M_trnaphe_c	tRNA(Phe)	0.0012					Pseudomonas aeruginosa	BRENDA LIT: 744752; Filo Dist: 1.404
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00034					Escherichia coli	BRENDA LIT: 661192; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00056					Escherichia coli	BRENDA LIT: 361; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.0014					Escherichia coli	BRENDA LIT: 361; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.034					Escherichia coli	BRENDA LIT: 677092; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00325					Caulobacter vibrioides	BRENDA LIT: 716383; Filo Dist: 1.431
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	1e-05					Oryctolagus cuniculus	BRENDA LIT: 373; Filo Dist: 5.0
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00011					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 368; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00012					Neurospora crassa	BRENDA LIT: 374; Filo Dist: 5.0
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00014					Saccharomyces cerevisiae	BRENDA LIT: 677092; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00043					Saccharomyces cerevisiae	BRENDA LIT: 716387; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_trnahis_c	tRNA(His)	0.00078					Homo sapiens	BRENDA LIT: 745058; Filo Dist: 4.097
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.008					Escherichia coli	BRENDA LIT: 360; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.03					Escherichia coli	BRENDA LIT: 361; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.03					Escherichia coli	BRENDA LIT: 677092; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.046					Escherichia coli	BRENDA LIT: 361; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.08					Oryctolagus cuniculus	BRENDA LIT: 373; Filo Dist: 5.0
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.025					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 368; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.0058					Neurospora crassa	BRENDA LIT: 374; Filo Dist: 5.0
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.0009					Saccharomyces cerevisiae	BRENDA LIT: 370; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.0018					Saccharomyces cerevisiae	BRENDA LIT: 370; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.009					Saccharomyces cerevisiae	BRENDA LIT: 677092; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.08					Saccharomyces cerevisiae	BRENDA LIT: 370; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_his__L_c	L-histidine	0.008					Homo sapiens	BRENDA LIT: 745058; Filo Dist: 4.097
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.56					Escherichia coli	BRENDA LIT: 360; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.74					Escherichia coli	BRENDA LIT: 361; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.89					Escherichia coli	BRENDA LIT: 361; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.89					Escherichia coli	BRENDA LIT: 677092; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.14					Salmonella enterica subsp. enterica serovar Typhimurium	BRENDA LIT: 368; Filo Dist: 1.512
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.59					Neurospora crassa	BRENDA LIT: 374; Filo Dist: 5.0
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.14					Saccharomyces cerevisiae	BRENDA LIT: 370; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.5					Saccharomyces cerevisiae	BRENDA LIT: 677092; Filo Dist: 4.245
Michaelis constant	R_HISTRS	6.1.1.21	M_atp_c	ATP	0.0442					Homo sapiens	BRENDA LIT: 745058; Filo Dist: 4.097
Michaelis constant	R_ASNTRS	6.1.1.22	M_trnaasn_c	tRNA(Asn)	0.0004					Staphylococcus aureus	BRENDA LIT: 744899; Filo Dist: 0.909
Michaelis constant	R_ASNTRS	6.1.1.22	M_trnaasn_c	tRNA(Asn)	0.002					Plasmodium falciparum	BRENDA LIT: 727971; Filo Dist: 4.172
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.03					Cricetulus griseus	BRENDA LIT: 392; Filo Dist: 5.0
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.04					Plasmodium falciparum	BRENDA LIT: 727971; Filo Dist: 4.172
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.015					Escherichia coli	BRENDA LIT: 387; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.0153					Escherichia coli	BRENDA LIT: 388; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.029					Escherichia coli	BRENDA LIT: 387; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.032					Escherichia coli	BRENDA LIT: 387; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.0323					Escherichia coli	BRENDA LIT: 388; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.12					Vigna radiata var. radiata	BRENDA LIT: 114; Filo Dist: nan
Michaelis constant	R_ASNTRS	6.1.1.22	M_asn__L_c	L-asparagine	0.18					Vigna radiata var. radiata	BRENDA LIT: 114; Filo Dist: nan
Michaelis constant	R_ASNTRS	6.1.1.22	M_atp_c	ATP	0.74					Plasmodium falciparum	BRENDA LIT: 727971; Filo Dist: 4.172
Michaelis constant	R_ASNTRS	6.1.1.22	M_atp_c	ATP	0.076					Escherichia coli	BRENDA LIT: 387; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_atp_c	ATP	0.076					Escherichia coli	BRENDA LIT: 388; Filo Dist: 1.512
Michaelis constant	R_ASNTRS	6.1.1.22	M_atp_c	ATP	0.5					Escherichia coli	BRENDA LIT: 387; Filo Dist: 1.512
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.00079					Thermosynechococcus elongatus	BRENDA LIT: 675400; Filo Dist: nan
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.0037					Thermosynechococcus elongatus	BRENDA LIT: 675400; Filo Dist: nan
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.0076					Escherichia coli	BRENDA LIT: 714207; Filo Dist: 1.512
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	4e-05					Methanothermobacter thermautotrophicus	BRENDA LIT: 714207; Filo Dist: 6.0
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.00045					Bacillus subtilis	BRENDA LIT: 492293; Filo Dist: 0.876
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.00065					Bacillus subtilis	BRENDA LIT: 492293; Filo Dist: 0.876
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.00083					Bacillus subtilis	BRENDA LIT: 492293; Filo Dist: 0.876
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.0014					Bacillus subtilis	BRENDA LIT: 492293; Filo Dist: 0.876
Michaelis constant	R_GLUTRS	6.1.1.24	M_trnaglu_c	tRNA(Glu)	0.0015					Bacillus subtilis	BRENDA LIT: 492293; Filo Dist: 0.876
Michaelis constant	R_GLUTRS	6.1.1.24	M_atp_c	ATP	0.62					Escherichia coli	BRENDA LIT: 714207; Filo Dist: 1.512
Michaelis constant	R_GLUTRS_Gln	6.1.1.24	M_atp_c	ATP	0.62					Escherichia coli	BRENDA LIT: 714207; Filo Dist: 1.512
Michaelis constant	R_GLUTRS	6.1.1.24	M_atp_c	ATP	3.1					Methanothermobacter thermautotrophicus	BRENDA LIT: 714207; Filo Dist: 6.0
Michaelis constant	R_GLUTRS_Gln	6.1.1.24	M_atp_c	ATP	3.1					Methanothermobacter thermautotrophicus	BRENDA LIT: 714207; Filo Dist: 6.0
Michaelis constant	R_GLUTRS	6.1.1.24	M_glu__L_c	L-glutamate	5.8					Escherichia coli	BRENDA LIT: 714207; Filo Dist: 1.512
Michaelis constant	R_GLUTRS_Gln	6.1.1.24	M_glu__L_c	L-glutamate	5.8					Escherichia coli	BRENDA LIT: 714207; Filo Dist: 1.512
Michaelis constant	R_GLUTRS	6.1.1.24	M_glu__L_c	L-glutamate	6.2					Methanothermobacter thermautotrophicus	BRENDA LIT: 714207; Filo Dist: 6.0
Michaelis constant	R_GLUTRS_Gln	6.1.1.24	M_glu__L_c	L-glutamate	6.2					Methanothermobacter thermautotrophicus	BRENDA LIT: 714207; Filo Dist: 6.0
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.00029					Saccharomyces cerevisiae	BRENDA LIT: 716387; Filo Dist: 4.245
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.00044					Saccharomyces cerevisiae	BRENDA LIT: 716387; Filo Dist: 4.245
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.0015					Saccharomyces cerevisiae	BRENDA LIT: 716387; Filo Dist: 4.245
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	3e-05					Escherichia coli	BRENDA LIT: 653324; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	5e-05					Escherichia coli	BRENDA LIT: 397; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	9e-05					Escherichia coli	BRENDA LIT: 397; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.00043					Escherichia coli	BRENDA LIT: 653324; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.0015					Escherichia coli	BRENDA LIT: 716771; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	4e-05					Thermus thermophilus	BRENDA LIT: 397; Filo Dist: 1.421
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.00014					Thermus thermophilus	BRENDA LIT: 397; Filo Dist: 1.421
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.0023					Saccharomyces pastorianus	BRENDA LIT: 409; Filo Dist: 4.245
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.179					Saccharomyces pastorianus	BRENDA LIT: 409; Filo Dist: 4.245
Michaelis constant	R_THRTRS	6.1.1.3	M_trnathr_c	tRNA(Thr)	0.012					Rattus norvegicus	BRENDA LIT: 411; Filo Dist: 4.107
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	0.3					Saccharomyces cerevisiae	BRENDA LIT: 727916; Filo Dist: 4.245
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	0.105					Escherichia coli	BRENDA LIT: 744225; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	0.11					Escherichia coli	BRENDA LIT: 653312; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	0.11					Escherichia coli	BRENDA LIT: 662443; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	0.18					Escherichia coli	BRENDA LIT: 653312; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	0.201					Escherichia coli	BRENDA LIT: 650200; Filo Dist: 1.512
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	3.39					Mycoplasma capricolum	BRENDA LIT: 745349; Filo Dist: 1.012
